lead_id,fecha_registro,canal,empresa_id,punto_venta_id,modelo_cotizado,precio_lista,horas_al_primer_contacto,numero_contactos,manifesto_cuota_inicial,forma_pago_declarada,pidio_cita,desenlace
HX-01667,2026-04-05,Meta Ads,EMP-03,PV-011,Bajaj Boxer CT 100,5790000,24,4,SI,credito,NO,Perdido
HX-01668,2026-05-08,Formulario Web,EMP-03,PV-015,Bajaj Pulsar RS 200,15490000,1,4,NO,no_informa,NO,Cerrado
HX-01669,2026-03-21,Formulario Web,EMP-03,PV-011,Hero Xpulse 200,14990000,4,5,SI,credito,NO,Perdido
HX-01670,2026-07-27,WhatsApp,EMP-01,PV-002,AKT Evo RS 150,7190000,8,1,NO,credito,SI,Perdido
HX-01671,2026-04-23,WhatsApp,EMP-02,PV-010,Suzuki GN 125,7490000,1,1,SI,credito,NO,Perdido
HX-01672,2026-05-14,Meta Ads,EMP-03,PV-012,Suzuki Gixxer 150,11990000,16,4,SI,credito,NO,Cerrado
HX-01673,2026-03-20,WhatsApp,EMP-03,PV-014,Suzuki Best 125,6590000,24,1,SI,credito,NO,Perdido
HX-01674,2026-05-31,WhatsApp,EMP-01,PV-003,Honda Dio 110,6890000,48,6,SI,credito,NO,Perdido
HX-01675,2026-06-17,WhatsApp,EMP-01,PV-005,Honda Navi,7290000,2,7,SI,no_informa,NO,Perdido
HX-01676,2026-04-30,Formulario Web,EMP-01,PV-005,Hero Xpulse 200,14990000,1,7,NO,credito,SI,Perdido
HX-01677,2026-07-15,WhatsApp,EMP-01,PV-004,Suzuki Best 125,6590000,120,7,NO,credito,NO,Perdido
HX-01678,2026-04-14,Meta Ads,EMP-02,PV-010,Suzuki Gixxer 150,11990000,1,5,SI,credito,NO,Perdido
HX-01679,2026-04-10,WhatsApp,EMP-02,PV-007,Bajaj Pulsar NS 125,8990000,48,5,NO,no_informa,SI,Perdido
HX-01680,2026-06-30,Formulario Web,EMP-03,PV-012,Honda Dio 110,6890000,1,2,NO_INFORMA,contado,NO,Perdido
HX-01681,2026-05-21,WhatsApp,EMP-02,PV-006,AKT Evo RS 150,7190000,4,2,SI,credito,NO,Perdido
HX-01682,2026-07-03,Meta Ads,EMP-02,PV-008,Bajaj Dominar 400,24900000,120,2,NO_INFORMA,credito,SI,Perdido
HX-01683,2026-04-27,Meta Ads,EMP-03,PV-013,Honda CB 125F Twister,7990000,4,7,SI,no_informa,NO,Perdido
HX-01684,2026-04-20,WhatsApp,EMP-01,PV-002,AKT TTR 200,9890000,72,7,SI,credito,NO,Perdido
HX-01685,2026-05-11,Formulario Web,EMP-03,PV-012,AKT Evo RS 150,7190000,0.5,6,SI,credito,NO,Perdido
HX-01686,2026-06-17,WhatsApp,EMP-01,PV-003,Honda CB 190R,13990000,1,2,SI,contado,SI,Perdido
HX-01687,2026-04-17,WhatsApp,EMP-02,PV-008,Suzuki GN 125,7490000,,0,SI,credito,SI,Sin gestión
HX-01688,2026-05-24,WhatsApp,EMP-01,PV-005,Suzuki Gixxer 150,11990000,48,7,NO,no_informa,NO,Perdido
HX-01689,2026-07-02,WhatsApp,EMP-02,PV-006,Bajaj Pulsar NS 160,11290000,2,7,NO,credito,NO,Perdido
HX-01690,2026-06-15,Meta Ads,EMP-02,PV-009,Bajaj Dominar 400,24900000,16,6,NO,credito,NO,Perdido
HX-01691,2026-05-04,Meta Ads,EMP-03,PV-015,Bajaj Dominar 400,24900000,4,4,NO,credito,NO,Perdido
HX-01692,2026-05-30,WhatsApp,EMP-03,PV-015,Honda CB 190R,13990000,16,2,NO,contado,NO,Perdido
HX-01693,2026-03-28,WhatsApp,EMP-01,PV-004,Bajaj Discover 125,6990000,2,3,NO,credito,NO,Perdido
HX-01694,2026-06-20,Formulario Web,EMP-03,PV-013,Bajaj Pulsar NS 125,8990000,1,4,NO_INFORMA,credito,NO,Perdido
HX-01695,2026-03-24,Formulario Web,EMP-03,PV-014,Bajaj Pulsar NS 160,11290000,8,3,NO,no_informa,NO,Perdido
HX-01696,2026-04-12,WhatsApp,EMP-03,PV-014,Suzuki Gixxer 150,11990000,2,3,NO,credito,NO,Perdido
HX-01697,2026-06-26,WhatsApp,EMP-03,PV-014,Honda Dio 110,6890000,8,2,NO_INFORMA,contado,NO,Cerrado
HX-01698,2026-05-08,WhatsApp,EMP-03,PV-013,Honda CB 190R,13990000,1,7,SI,credito,NO,Perdido
HX-01699,2026-04-04,WhatsApp,EMP-01,PV-003,Suzuki GN 125,7490000,120,3,SI,contado,NO,Perdido
HX-01700,2026-06-27,WhatsApp,EMP-02,PV-010,Suzuki V-Strom 250,21900000,16,6,SI,credito,SI,Cerrado
HX-01701,2026-06-01,Meta Ads,EMP-03,PV-014,Suzuki GN 125,7490000,,0,SI,no_informa,SI,Sin gestión
HX-01702,2026-03-17,WhatsApp,EMP-02,PV-010,Honda Navi,7290000,2,1,NO,credito,NO,Perdido
HX-01703,2026-03-30,WhatsApp,EMP-01,PV-002,Hero Dash 110,6290000,1,4,NO,credito,SI,Perdido
HX-01704,2026-05-10,Formulario Web,EMP-03,PV-014,Bajaj Pulsar NS 160,11290000,1,4,SI,contado,SI,Cerrado
HX-01705,2026-03-06,WhatsApp,EMP-03,PV-014,Hero Hunk 160R,10490000,120,3,SI,credito,NO,Perdido
HX-01706,2026-04-01,WhatsApp,EMP-02,PV-006,Hero Eco Deluxe 100,4990000,16,2,SI,credito,NO,Perdido
HX-01707,2026-03-22,WhatsApp,EMP-03,PV-012,Honda XRE 300,22900000,1,5,SI,credito,NO,Perdido
HX-01708,2026-05-31,Formulario Web,EMP-02,PV-006,Honda Navi,7290000,2,4,NO,credito,SI,Perdido
HX-01709,2026-06-09,WhatsApp,EMP-03,PV-012,Honda CB 125F Twister,7990000,2,1,NO,credito,NO,Perdido
HX-01710,2026-03-28,Meta Ads,EMP-03,PV-015,Bajaj Pulsar RS 200,15490000,16,4,SI,credito,SI,Perdido
HX-01711,2026-07-20,WhatsApp,EMP-03,PV-013,Bajaj Dominar 400,24900000,1,3,SI,credito,SI,Perdido
HX-01712,2026-07-10,Meta Ads,EMP-02,PV-006,Honda XRE 300,22900000,2,4,NO,contado,NO,Perdido
HX-01713,2026-03-01,WhatsApp,EMP-01,PV-004,Bajaj Pulsar RS 200,15490000,4,5,SI,no_informa,NO,Cerrado
HX-01714,2026-03-16,Formulario Web,EMP-02,PV-007,Bajaj Discover 125,6990000,4,4,SI,credito,SI,Cerrado
HX-01715,2026-07-22,WhatsApp,EMP-03,PV-013,Honda Navi,7290000,48,7,SI,no_informa,NO,Perdido
HX-01716,2026-05-18,WhatsApp,EMP-03,PV-013,Suzuki GN 125,7490000,2,4,NO,no_informa,NO,Cerrado
HX-01717,2026-04-12,WhatsApp,EMP-01,PV-004,Bajaj Dominar 400,24900000,1,4,NO,credito,NO,Perdido
HX-01718,2026-05-09,WhatsApp,EMP-02,PV-010,Bajaj Pulsar NS 160,11290000,2,5,SI,credito,NO,Perdido
HX-01719,2026-05-07,Formulario Web,EMP-03,PV-014,Bajaj Pulsar NS 160,11290000,0.5,1,NO,credito,NO,Perdido
HX-01720,2026-06-03,WhatsApp,EMP-02,PV-009,Honda XRE 300,22900000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-01721,2026-07-28,WhatsApp,EMP-01,PV-001,Bajaj Dominar 400,24900000,,0,SI,credito,NO,Sin gestión
HX-01722,2026-07-02,WhatsApp,EMP-03,PV-014,Honda CB 125F Twister,7990000,2,7,NO,credito,NO,Perdido
HX-01723,2026-07-24,WhatsApp,EMP-02,PV-007,Suzuki GN 125,7490000,72,5,NO,no_informa,SI,Perdido
HX-01724,2026-03-22,Meta Ads,EMP-01,PV-001,AKT TTR 200,9890000,0.5,2,NO,credito,SI,Perdido
HX-01725,2026-04-18,Formulario Web,EMP-01,PV-001,Honda XR 150L,11490000,24,3,NO_INFORMA,credito,NO,Cerrado
HX-01726,2026-07-06,WhatsApp,EMP-01,PV-004,Suzuki Gixxer 150,11990000,4,3,NO_INFORMA,no_informa,NO,Perdido
HX-01727,2026-04-13,WhatsApp,EMP-02,PV-006,AKT TTR 200,9890000,1,6,NO,credito,NO,Perdido
HX-01728,2026-06-19,WhatsApp,EMP-02,PV-006,AKT Evo RS 150,7190000,,0,SI,contado,NO,Sin gestión
HX-01729,2026-04-12,Meta Ads,EMP-01,PV-004,Honda XR 150L,11490000,120,6,NO_INFORMA,credito,NO,Perdido
HX-01730,2026-03-13,WhatsApp,EMP-02,PV-007,AKT NKD 125,5290000,4,7,SI,no_informa,SI,Perdido
HX-01731,2026-04-01,WhatsApp,EMP-02,PV-009,Bajaj Discover 125,6990000,24,4,NO,contado,SI,Perdido
HX-01732,2026-06-13,Formulario Web,EMP-02,PV-009,Hero Dash 110,6290000,72,1,SI,contado,NO,Perdido
HX-01733,2026-03-04,WhatsApp,EMP-02,PV-007,Honda CB 190R,13990000,24,4,NO,credito,NO,Perdido
HX-01734,2026-05-09,Meta Ads,EMP-03,PV-014,Bajaj Dominar 400,24900000,8,1,NO,credito,SI,Perdido
HX-01735,2026-04-29,WhatsApp,EMP-02,PV-009,AKT TTR 200,9890000,16,7,NO_INFORMA,credito,NO,Perdido
HX-01736,2026-07-06,WhatsApp,EMP-01,PV-001,Hero Hunk 160R,10490000,8,7,NO,credito,NO,Perdido
HX-01737,2026-03-31,Meta Ads,EMP-01,PV-001,AKT Evo RS 150,7190000,4,7,SI,credito,NO,Perdido
HX-01738,2026-04-13,Meta Ads,EMP-01,PV-005,AKT TTR 200,9890000,4,1,NO,no_informa,NO,Perdido
HX-01739,2026-04-24,Meta Ads,EMP-02,PV-006,Hero Eco Deluxe 100,4990000,24,3,NO,credito,NO,Perdido
HX-01740,2026-06-10,WhatsApp,EMP-01,PV-003,AKT NKD 125,5290000,4,4,NO_INFORMA,credito,NO,Perdido
HX-01741,2026-05-07,Formulario Web,EMP-03,PV-011,Honda XR 150L,11490000,24,7,SI,credito,NO,Cerrado
HX-01742,2026-04-05,Meta Ads,EMP-02,PV-008,Suzuki Best 125,6590000,1,7,NO,no_informa,SI,Perdido
HX-01743,2026-04-21,WhatsApp,EMP-01,PV-001,Bajaj Pulsar RS 200,15490000,2,2,SI,contado,NO,Perdido
HX-01744,2026-06-07,Meta Ads,EMP-03,PV-015,Bajaj Pulsar RS 200,15490000,48,1,SI,no_informa,NO,Perdido
HX-01745,2026-06-19,Formulario Web,EMP-03,PV-013,Bajaj Boxer CT 100,5790000,48,2,SI,credito,SI,Perdido
HX-01746,2026-07-12,Meta Ads,EMP-01,PV-001,Honda Navi,7290000,8,6,SI,credito,SI,Perdido
HX-01747,2026-04-23,Meta Ads,EMP-02,PV-010,AKT Dynamic R3 125,5590000,72,5,NO,contado,SI,Perdido
HX-01748,2026-04-14,Formulario Web,EMP-02,PV-009,Honda Dio 110,6890000,72,1,NO,credito,NO,Perdido
HX-01749,2026-06-23,WhatsApp,EMP-03,PV-014,Honda CB 190R,13990000,16,5,SI,credito,SI,Perdido
HX-01750,2026-07-15,WhatsApp,EMP-03,PV-015,Honda CB 125F Twister,7990000,4,4,NO_INFORMA,no_informa,SI,Perdido
HX-01751,2026-05-03,Meta Ads,EMP-02,PV-008,Honda XR 150L,11490000,1,7,SI,credito,NO,Cerrado
HX-01752,2026-07-15,WhatsApp,EMP-01,PV-001,Hero Eco Deluxe 100,4990000,4,6,NO_INFORMA,credito,NO,Perdido
HX-01753,2026-07-05,WhatsApp,EMP-03,PV-013,Honda CB 125F Twister,7990000,72,6,SI,credito,NO,Cerrado
HX-01754,2026-06-17,Meta Ads,EMP-01,PV-005,Hero Xpulse 200,14990000,16,7,SI,no_informa,SI,Perdido
HX-01755,2026-05-01,WhatsApp,EMP-01,PV-004,Bajaj Pulsar RS 200,15490000,24,4,SI,credito,SI,Perdido
HX-01756,2026-05-25,WhatsApp,EMP-01,PV-005,Bajaj Pulsar RS 200,15490000,16,4,NO,credito,NO,Perdido
HX-01757,2026-06-20,WhatsApp,EMP-02,PV-010,Bajaj Boxer CT 100,5790000,2,6,SI,credito,SI,Perdido
HX-01758,2026-04-23,WhatsApp,EMP-01,PV-002,Hero Dash 110,6290000,1,3,NO,no_informa,NO,Perdido
HX-01759,2026-07-26,Meta Ads,EMP-02,PV-010,Honda Navi,7290000,,0,SI,credito,NO,Sin gestión
HX-01760,2026-06-05,WhatsApp,EMP-01,PV-005,Honda CB 190R,13990000,,0,SI,credito,NO,Sin gestión
HX-01761,2026-05-22,WhatsApp,EMP-01,PV-001,Bajaj Dominar 400,24900000,0.5,4,NO,no_informa,NO,Perdido
HX-01762,2026-06-11,WhatsApp,EMP-02,PV-006,Hero Hunk 160R,10490000,,0,NO_INFORMA,no_informa,NO,Sin gestión
HX-01763,2026-04-03,WhatsApp,EMP-02,PV-010,AKT Dynamic R3 125,5590000,72,7,NO,contado,NO,Perdido
HX-01764,2026-03-12,Formulario Web,EMP-03,PV-011,AKT Evo RS 150,7190000,72,6,NO,credito,NO,Perdido
HX-01765,2026-06-22,Formulario Web,EMP-03,PV-013,Bajaj Pulsar RS 200,15490000,4,3,NO,contado,SI,Cerrado
HX-01766,2026-07-04,Meta Ads,EMP-03,PV-011,Bajaj Dominar 400,24900000,0.5,7,SI,credito,SI,Perdido
HX-01767,2026-03-29,Meta Ads,EMP-03,PV-015,AKT Dynamic R3 125,5590000,2,2,NO,credito,SI,Perdido
HX-01768,2026-06-22,WhatsApp,EMP-01,PV-005,Hero Hunk 160R,10490000,8,7,NO,contado,NO,Perdido
HX-01769,2026-07-03,Meta Ads,EMP-01,PV-005,Suzuki Gixxer 150,11990000,4,5,SI,credito,NO,Perdido
HX-01770,2026-06-02,WhatsApp,EMP-02,PV-009,Hero Xpulse 200,14990000,120,5,NO,no_informa,SI,Perdido
HX-01771,2026-05-21,WhatsApp,EMP-02,PV-009,Hero Dash 110,6290000,1,3,SI,credito,NO,Perdido
HX-01772,2026-07-28,Meta Ads,EMP-01,PV-001,Honda Dio 110,6890000,16,6,SI,credito,SI,Perdido
HX-01773,2026-05-08,WhatsApp,EMP-03,PV-013,Bajaj Discover 125,6990000,24,7,SI,credito,NO,Cerrado
HX-01774,2026-07-09,WhatsApp,EMP-03,PV-013,Bajaj Boxer CT 100,5790000,2,4,NO_INFORMA,credito,NO,Perdido
HX-01775,2026-07-12,Formulario Web,EMP-01,PV-004,Suzuki Best 125,6590000,16,6,NO,credito,NO,Perdido
HX-01776,2026-07-02,Meta Ads,EMP-01,PV-002,Bajaj Pulsar NS 125,8990000,2,5,SI,contado,NO,Perdido
HX-01777,2026-06-25,WhatsApp,EMP-02,PV-008,Honda XRE 300,22900000,16,7,NO,credito,NO,Perdido
HX-01778,2026-06-22,WhatsApp,EMP-02,PV-006,Hero Xpulse 200,14990000,1,6,SI,no_informa,NO,Cerrado
HX-01779,2026-03-20,Meta Ads,EMP-01,PV-002,Suzuki GN 125,7490000,1,6,NO_INFORMA,contado,NO,Perdido
HX-01780,2026-05-07,Meta Ads,EMP-01,PV-005,Bajaj Pulsar RS 200,15490000,4,3,NO,credito,SI,Perdido
HX-01781,2026-03-27,Meta Ads,EMP-02,PV-007,Hero Dash 110,6290000,24,3,NO,credito,NO,Perdido
HX-01782,2026-06-08,Formulario Web,EMP-03,PV-015,Bajaj Pulsar NS 125,8990000,16,4,NO_INFORMA,contado,NO,Perdido
HX-01783,2026-07-19,WhatsApp,EMP-02,PV-007,Honda CB 190R,13990000,48,2,NO,contado,NO,Perdido
HX-01784,2026-07-14,WhatsApp,EMP-02,PV-009,Honda CB 125F Twister,7990000,120,3,NO,credito,NO,Perdido
HX-01785,2026-06-12,Formulario Web,EMP-03,PV-011,AKT Dynamic R3 125,5590000,8,7,NO_INFORMA,credito,SI,Perdido
HX-01786,2026-04-14,Meta Ads,EMP-03,PV-014,Bajaj Pulsar RS 200,15490000,4,6,NO_INFORMA,credito,NO,Perdido
HX-01787,2026-06-15,Meta Ads,EMP-03,PV-015,Suzuki Gixxer 150,11990000,1,6,SI,no_informa,NO,Perdido
HX-01788,2026-04-08,WhatsApp,EMP-02,PV-010,Bajaj Discover 125,6990000,1,5,SI,no_informa,NO,Perdido
HX-01789,2026-06-05,WhatsApp,EMP-02,PV-010,Bajaj Boxer CT 100,5790000,24,1,SI,contado,SI,Perdido
HX-01790,2026-03-09,Meta Ads,EMP-03,PV-012,Bajaj Dominar 400,24900000,72,7,NO,contado,NO,Perdido
HX-01791,2026-06-14,Formulario Web,EMP-02,PV-006,Bajaj Pulsar NS 125,8990000,24,4,NO_INFORMA,credito,NO,Perdido
HX-01792,2026-07-13,WhatsApp,EMP-03,PV-011,Bajaj Pulsar NS 160,11290000,8,7,SI,credito,SI,Perdido
HX-01793,2026-07-27,WhatsApp,EMP-03,PV-015,Honda CB 190R,13990000,,0,SI,credito,NO,Sin gestión
HX-01794,2026-03-14,WhatsApp,EMP-03,PV-013,Suzuki GN 125,7490000,24,3,NO,contado,SI,Perdido
HX-01795,2026-05-09,WhatsApp,EMP-01,PV-001,Honda XR 150L,11490000,4,5,NO,credito,NO,Perdido
HX-01796,2026-04-22,Formulario Web,EMP-03,PV-015,Honda CB 190R,13990000,,0,NO,credito,NO,Sin gestión
HX-01797,2026-04-18,WhatsApp,EMP-01,PV-001,Suzuki V-Strom 250,21900000,2,7,NO,credito,NO,Perdido
HX-01798,2026-06-15,Meta Ads,EMP-01,PV-005,AKT NKD 125,5290000,16,1,NO,no_informa,NO,Perdido
HX-01799,2026-06-05,Meta Ads,EMP-01,PV-003,Hero Xpulse 200,14990000,8,4,SI,no_informa,NO,Perdido
HX-01800,2026-05-12,WhatsApp,EMP-02,PV-008,Hero Xpulse 200,14990000,2,7,SI,credito,SI,Perdido
HX-01801,2026-05-08,WhatsApp,EMP-01,PV-002,Honda CB 125F Twister,7990000,0.5,4,NO_INFORMA,credito,NO,Perdido
HX-01802,2026-06-22,WhatsApp,EMP-01,PV-002,Honda XR 150L,11490000,1,6,NO,credito,NO,Perdido
HX-01803,2026-04-06,Meta Ads,EMP-01,PV-004,Hero Dash 110,6290000,120,4,NO_INFORMA,credito,SI,Perdido
HX-01804,2026-03-15,WhatsApp,EMP-01,PV-003,AKT Evo RS 150,7190000,8,2,SI,credito,SI,Perdido
HX-01805,2026-07-23,WhatsApp,EMP-01,PV-004,Hero Eco Deluxe 100,4990000,16,6,NO_INFORMA,credito,SI,Perdido
HX-01806,2026-04-17,Meta Ads,EMP-03,PV-012,Suzuki Gixxer 150,11990000,2,6,NO_INFORMA,credito,SI,Perdido
HX-01807,2026-06-25,WhatsApp,EMP-01,PV-002,Suzuki Gixxer 150,11990000,72,3,NO_INFORMA,no_informa,NO,Cerrado
HX-01808,2026-03-29,Meta Ads,EMP-01,PV-004,Suzuki V-Strom 250,21900000,24,4,NO,no_informa,SI,Cerrado
HX-01809,2026-03-09,Formulario Web,EMP-03,PV-015,Honda CB 125F Twister,7990000,0.5,6,SI,credito,NO,Perdido
HX-01810,2026-06-05,Meta Ads,EMP-02,PV-007,AKT NKD 125,5290000,24,5,SI,credito,SI,Perdido
HX-01811,2026-03-01,WhatsApp,EMP-02,PV-009,Bajaj Discover 125,6990000,72,5,NO_INFORMA,credito,NO,Perdido
HX-01812,2026-03-23,WhatsApp,EMP-02,PV-009,Hero Dash 110,6290000,8,5,NO_INFORMA,credito,NO,Perdido
HX-01813,2026-06-08,Meta Ads,EMP-02,PV-006,Suzuki Gixxer 150,11990000,1,6,SI,credito,NO,Perdido
HX-01814,2026-04-17,Meta Ads,EMP-03,PV-014,Honda Dio 110,6890000,120,1,SI,credito,NO,Perdido
HX-01815,2026-06-29,WhatsApp,EMP-01,PV-002,Hero Eco Deluxe 100,4990000,16,7,SI,no_informa,NO,Perdido
HX-01816,2026-05-16,Meta Ads,EMP-03,PV-013,Bajaj Boxer CT 100,5790000,2,5,SI,no_informa,NO,Perdido
HX-01817,2026-05-25,Meta Ads,EMP-02,PV-006,Bajaj Pulsar NS 125,8990000,,0,NO_INFORMA,no_informa,NO,Sin gestión
HX-01818,2026-06-15,WhatsApp,EMP-02,PV-006,Hero Hunk 160R,10490000,4,6,SI,credito,SI,Perdido
HX-01819,2026-04-28,Formulario Web,EMP-01,PV-002,Honda CB 125F Twister,7990000,2,6,SI,credito,NO,Perdido
HX-01820,2026-06-05,WhatsApp,EMP-03,PV-012,Bajaj Boxer CT 100,5790000,120,5,NO,credito,SI,Perdido
HX-01821,2026-07-17,WhatsApp,EMP-01,PV-003,Hero Eco Deluxe 100,4990000,2,6,NO_INFORMA,no_informa,NO,Perdido
HX-01822,2026-06-01,WhatsApp,EMP-03,PV-015,Honda XRE 300,22900000,48,3,NO_INFORMA,credito,NO,Perdido
HX-01823,2026-07-22,Meta Ads,EMP-03,PV-015,Bajaj Discover 125,6990000,1,5,NO_INFORMA,contado,NO,Perdido
HX-01824,2026-05-04,Meta Ads,EMP-01,PV-002,AKT TTR 200,9890000,2,4,NO,no_informa,NO,Perdido
HX-01825,2026-04-20,Formulario Web,EMP-02,PV-007,Suzuki Gixxer 150,11990000,72,4,NO_INFORMA,credito,NO,Perdido
HX-01826,2026-04-17,WhatsApp,EMP-03,PV-014,Bajaj Boxer CT 100,5790000,48,1,NO_INFORMA,credito,SI,Perdido
HX-01827,2026-04-17,Formulario Web,EMP-01,PV-005,Bajaj Pulsar NS 125,8990000,120,4,SI,credito,NO,Perdido
HX-01828,2026-06-30,Formulario Web,EMP-01,PV-003,Hero Hunk 160R,10490000,4,5,NO_INFORMA,credito,SI,Perdido
HX-01829,2026-03-30,WhatsApp,EMP-01,PV-002,Bajaj Pulsar NS 160,11290000,8,3,SI,credito,NO,Perdido
HX-01830,2026-04-07,WhatsApp,EMP-02,PV-010,Honda CB 190R,13990000,48,3,NO,no_informa,NO,Perdido
HX-01831,2026-06-22,WhatsApp,EMP-01,PV-003,Honda CB 125F Twister,7990000,,0,NO_INFORMA,no_informa,NO,Sin gestión
HX-01832,2026-05-29,WhatsApp,EMP-02,PV-010,Honda XRE 300,22900000,2,5,NO_INFORMA,credito,SI,Perdido
HX-01833,2026-06-27,Meta Ads,EMP-02,PV-006,Hero Dash 110,6290000,72,5,NO_INFORMA,credito,NO,Perdido
HX-01834,2026-05-16,WhatsApp,EMP-01,PV-001,Bajaj Pulsar RS 200,15490000,16,3,NO_INFORMA,credito,NO,Perdido
HX-01835,2026-06-16,WhatsApp,EMP-01,PV-002,Suzuki V-Strom 250,21900000,24,4,SI,credito,NO,Perdido
HX-01836,2026-04-18,WhatsApp,EMP-02,PV-007,Bajaj Boxer CT 100,5790000,72,4,SI,credito,NO,Perdido
HX-01837,2026-03-31,Meta Ads,EMP-03,PV-014,Bajaj Discover 125,6990000,,0,NO,no_informa,SI,Sin gestión
HX-01838,2026-06-07,WhatsApp,EMP-01,PV-001,Bajaj Dominar 400,24900000,48,4,NO_INFORMA,credito,NO,Perdido
HX-01839,2026-03-31,WhatsApp,EMP-01,PV-002,Bajaj Pulsar RS 200,15490000,120,1,NO,credito,SI,Perdido
HX-01840,2026-04-12,WhatsApp,EMP-01,PV-004,Hero Dash 110,6290000,,0,NO,credito,SI,Sin gestión
HX-01841,2026-04-12,WhatsApp,EMP-01,PV-005,Honda XR 150L,11490000,72,7,SI,no_informa,NO,Perdido
HX-01842,2026-05-03,WhatsApp,EMP-03,PV-012,Bajaj Pulsar RS 200,15490000,24,6,SI,credito,NO,Perdido
HX-01843,2026-07-18,Meta Ads,EMP-03,PV-015,Honda CB 190R,13990000,1,7,NO,no_informa,SI,Perdido
HX-01844,2026-05-12,Meta Ads,EMP-01,PV-004,Honda CB 125F Twister,7990000,2,4,SI,credito,NO,Perdido
HX-01845,2026-05-05,WhatsApp,EMP-01,PV-001,Bajaj Pulsar NS 160,11290000,48,7,NO,contado,NO,Perdido
HX-01846,2026-03-08,Meta Ads,EMP-02,PV-006,Honda XR 150L,11490000,0.5,6,NO_INFORMA,contado,SI,Perdido
HX-01847,2026-06-02,WhatsApp,EMP-01,PV-005,Honda XRE 300,22900000,72,4,NO,credito,SI,Perdido
HX-01848,2026-07-03,WhatsApp,EMP-02,PV-009,Honda CB 125F Twister,7990000,16,1,SI,no_informa,NO,Perdido
HX-01849,2026-05-14,Meta Ads,EMP-03,PV-015,AKT Dynamic R3 125,5590000,2,6,NO,no_informa,SI,Perdido
HX-01850,2026-07-25,Formulario Web,EMP-01,PV-005,Hero Hunk 160R,10490000,120,5,NO,contado,NO,Perdido
HX-01851,2026-06-25,WhatsApp,EMP-03,PV-015,Honda XRE 300,22900000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-01852,2026-03-06,WhatsApp,EMP-02,PV-007,Bajaj Boxer CT 100,5790000,72,2,NO,credito,NO,Perdido
HX-01853,2026-04-11,WhatsApp,EMP-02,PV-008,AKT Evo RS 150,7190000,48,7,NO,credito,SI,Perdido
HX-01854,2026-03-11,WhatsApp,EMP-02,PV-007,Bajaj Pulsar NS 125,8990000,1,4,SI,credito,NO,Perdido
HX-01855,2026-06-17,Meta Ads,EMP-02,PV-008,Hero Xpulse 200,14990000,48,1,SI,credito,NO,Perdido
HX-01856,2026-07-01,Meta Ads,EMP-03,PV-014,Bajaj Pulsar RS 200,15490000,8,2,SI,credito,NO,Perdido
HX-01857,2026-04-18,WhatsApp,EMP-03,PV-013,Bajaj Pulsar RS 200,15490000,48,3,NO_INFORMA,credito,NO,Perdido
HX-01858,2026-07-02,WhatsApp,EMP-02,PV-006,Bajaj Dominar 400,24900000,16,2,SI,credito,NO,Perdido
HX-01859,2026-05-09,Meta Ads,EMP-02,PV-009,AKT Evo RS 150,7190000,1,3,NO,contado,SI,Perdido
HX-01860,2026-04-21,WhatsApp,EMP-02,PV-007,Hero Xpulse 200,14990000,72,4,NO_INFORMA,credito,NO,Perdido
HX-01861,2026-03-04,Meta Ads,EMP-03,PV-014,Suzuki Best 125,6590000,0.5,6,NO,credito,NO,Perdido
HX-01862,2026-03-22,WhatsApp,EMP-03,PV-012,Bajaj Boxer CT 100,5790000,2,6,SI,credito,NO,Perdido
HX-01863,2026-07-09,WhatsApp,EMP-02,PV-006,Bajaj Pulsar NS 160,11290000,8,2,NO_INFORMA,credito,NO,Perdido
HX-01864,2026-05-29,WhatsApp,EMP-02,PV-008,AKT NKD 125,5290000,16,7,NO,credito,NO,Perdido
HX-01865,2026-05-03,Formulario Web,EMP-03,PV-015,Hero Xpulse 200,14990000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-01866,2026-04-25,Meta Ads,EMP-03,PV-012,Honda XR 150L,11490000,8,7,NO,credito,NO,Perdido
HX-01867,2026-07-10,Formulario Web,EMP-01,PV-004,Honda CB 125F Twister,7990000,2,5,SI,credito,NO,Cerrado
HX-01868,2026-04-05,WhatsApp,EMP-01,PV-003,Honda Dio 110,6890000,1,7,SI,credito,NO,Cerrado
HX-01869,2026-06-18,Meta Ads,EMP-01,PV-005,Suzuki GN 125,7490000,1,5,SI,credito,NO,Perdido
HX-01870,2026-06-20,Meta Ads,EMP-02,PV-009,Bajaj Pulsar NS 125,8990000,8,2,NO_INFORMA,credito,NO,Perdido
HX-01871,2026-04-07,WhatsApp,EMP-03,PV-013,Bajaj Pulsar RS 200,15490000,,0,NO_INFORMA,credito,SI,Sin gestión
HX-01872,2026-03-11,Formulario Web,EMP-02,PV-008,AKT Dynamic R3 125,5590000,24,5,SI,credito,SI,Perdido
HX-01873,2026-04-16,WhatsApp,EMP-01,PV-003,Suzuki V-Strom 250,21900000,120,7,NO_INFORMA,no_informa,SI,Perdido
HX-01874,2026-07-14,WhatsApp,EMP-01,PV-004,Honda CB 190R,13990000,48,4,SI,credito,NO,Perdido
HX-01875,2026-06-13,Meta Ads,EMP-01,PV-005,AKT Evo RS 150,7190000,1,6,SI,credito,NO,Perdido
